(1, 32, 32, 3)
(2, 32, 32, 3)
(3, 32, 32, 3)
(4, 32, 32, 3)
(5, 32, 32, 3)
(6, 32, 32, 3)
(7, 32, 32, 3)
(8, 32, 32, 3)
(9, 32, 32, 3)
(10, 32, 32, 3)
(11, 32, 32, 3)
(12, 32, 32, 3)
(13, 32, 32, 3)
(14, 32, 32, 3)
(15, 32, 32, 3)
(16, 32, 32, 3)
(17, 32, 32, 3)
(18, 32, 32, 3)
(19, 32, 32, 3)
(20, 32, 32, 3)
(21, 32, 32, 3)
(22, 32, 32, 3)
(23, 32, 32, 3)
(24, 32, 32, 3)
(25, 32, 32, 3)
(26, 32, 32, 3)
(27, 32, 32, 3)
(28, 32, 32, 3)
(29, 32, 32, 3)
(30, 32, 32, 3)
(31, 32, 32, 3)
(32, 32, 32, 3)
(33, 32, 32, 3)
(34, 32, 32, 3)
(35, 32, 32, 3)
(36, 32, 32, 3)
(37, 32, 32, 3)
(38, 32, 32, 3)
(39, 32, 32, 3)
(40, 32, 32, 3)
(41, 32, 32, 3)
(42, 32, 32, 3)
(43, 32, 32, 3)
(44, 32, 32, 3)
(45, 32, 32, 3)
(46, 32, 32, 3)
(47, 32, 32, 3)
(48, 32, 32, 3)
(49, 32, 32, 3)
(50, 32, 32, 3)
(51, 32, 32, 3)
(52, 32, 32, 3)
(53, 32, 32, 3)
(54, 32, 32, 3)
(55, 32, 32, 3)
(56, 32, 32, 3)
(57, 32, 32, 3)
(58, 32, 32, 3)
(59, 32, 32, 3)
(60, 32, 32, 3)
(61, 32, 32, 3)
(62, 32, 32, 3)
(63, 32, 32, 3)
(64, 32, 32, 3)
(65, 32, 32, 3)
(66, 32, 32, 3)
(67, 32, 32, 3)
(68, 32, 32, 3)
(69, 32, 32, 3)
(70, 32, 32, 3)
(71, 32, 32, 3)
(72, 32, 32, 3)
(73, 32, 32, 3)
(74, 32, 32, 3)
(75, 32, 32, 3)
(76, 32, 32, 3)
(77, 32, 32, 3)
(78, 32, 32, 3)
(79, 32, 32, 3)
(80, 32, 32, 3)
(81, 32, 32, 3)
(82, 32, 32, 3)
(83, 32, 32, 3)
(84, 32, 32, 3)
(85, 32, 32, 3)
(86, 32, 32, 3)
(87, 32, 32, 3)
(88, 32, 32, 3)
(89, 32, 32, 3)
(90, 32, 32, 3)
(91, 32, 32, 3)
(92, 32, 32, 3)
(93, 32, 32, 3)
(94, 32, 32, 3)
(95, 32, 32, 3)
(96, 32, 32, 3)
(97, 32, 32, 3)
(98, 32, 32, 3)
(99, 32, 32, 3)
(100, 32, 32, 3)
(101, 32, 32, 3)
(102, 32, 32, 3)
(103, 32, 32, 3)
(104, 32, 32, 3)
(105, 32, 32, 3)
(106, 32, 32, 3)
(107, 32, 32, 3)
(108, 32, 32, 3)
(109, 32, 32, 3)
(110, 32, 32, 3)
(111, 32, 32, 3)
(112, 32, 32, 3)
(113, 32, 32, 3)
(114, 32, 32, 3)
(115, 32, 32, 3)
(116, 32, 32, 3)
(117, 32, 32, 3)
(118, 32, 32, 3)
(119, 32, 32, 3)
(120, 32, 32, 3)
(121, 32, 32, 3)
(122, 32, 32, 3)
(123, 32, 32, 3)
(124, 32, 32, 3)
(125, 32, 32, 3)
(126, 32, 32, 3)
(127, 32, 32, 3)
(128, 32, 32, 3)
(129, 32, 32, 3)
(130, 32, 32, 3)
(131, 32, 32, 3)
(132, 32, 32, 3)
(133, 32, 32, 3)
(134, 32, 32, 3)
(135, 32, 32, 3)
(136, 32, 32, 3)
